tconst,averagerating,numvotes
tt10342228,3.5,6202
tt10342250,5.6,1235
tt10342730,5.2,76171
tt10342914,4.1,4095
tt10343028,6.4,17848
tt1034314,5.9,98505
tt1034385,6,19851
tt1034389,6.2,77122
tt1034415,6.7,104030
tt10344410,6.6,11253
tt10344522,6.6,15717
tt10344956,6.6,3182
tt10344986,6.8,2479
tt10345008,6.8,4111
tt10345022,6.4,2356
tt10345024,6.3,1441
tt10345546,3.3,1136
tt10345590,5.8,6604
tt10345782,5.6,4134
tt10347622,7,1025
tt10350626,5.6,36198
tt10350922,2.6,59689
tt10351180,6.5,8625
tt10423460,7.4,5740
tt10425640,5,2106
tt10426796,4,1254
tt10426916,6.4,2747
tt10428246,4.2,2255
tt10430850,5.7,3231
tt10431010,7.4,2372
tt10431262,5.5,1571
tt10431290,7,6148
tt10431500,8.2,61595
tt10431572,6.5,2083
tt10433222,5.9,1624
tt10434142,6.4,2904
tt10436228,7.5,13509
tt10436284,3.7,2105
tt10436362,6.8,1534
tt1043651,3.3,1586
tt1043726,4.3,57538
tt1043800,6.2,2088
tt1043813,7.4,118733
tt10457128,6.9,15861
tt1046171,4.4,2501
tt10462154,7.1,2161
tt10462646,5.4,2037
tt10462860,5.3,3271
tt10463030,5.4,6300
tt10466872,7.3,65051
tt10467640,7.7,1084
tt10468636,6.7,2975
tt10468676,7.8,1687
tt10469118,8.6,1804
tt10469384,7.1,1864
tt10469804,6,2132
tt1047011,6.9,8188
tt10470356,6.2,1372
tt10471748,6.5,1440
tt10508258,6.2,2820
tt10508838,6.2,5018
tt10509906,3.8,2418
tt10510280,5.5,1335
tt10510654,6.4,1074
tt1051213,4,1224
tt1051220,7.1,65890
tt10514222,6.9,76938
tt10514468,1.8,1272
tt10515086,8,11855
tt10515340,3.2,2206
tt10515526,7.5,19490
tt10515852,7.7,10695
tt10515864,6.3,7434
tt10515926,6.1,4561
tt10515988,5.3,19567
tt10516086,5.7,3609
tt10516176,6.2,1634
tt10516196,6.5,3046
tt10516322,6.8,2134
tt10516352,7.4,19514
tt10516390,5.8,2592
tt10516874,7.9,2029
tt10517426,7.9,4678
tt10518176,6.8,3129
tt10518924,6.8,1143
tt1051904,6.3,101601
tt1051906,7.1,280687
tt10519182,4.4,1418
tt10575714,6.5,4392
tt10577736,7.6,29806
tt10579952,7.4,90384
tt10579992,6.4,1834
tt10580064,6.6,16197
tt10580092,4.5,2293
tt10580188,3.6,1241
tt10583170,7.2,1278
tt10583308,7.3,1123
tt10584340,6.1,1399
tt10584446,7.5,6935
tt10584608,7.6,15691
tt10588750,7.1,1930
tt10589914,6.2,3205
tt10589968,6.5,5541
tt10590066,8.6,22136
tt10590458,3.1,1599
tt10590530,6.2,1641
tt10592082,7.4,1894
tt1063111,5.3,1366
tt10631148,5,1298
tt10631726,5.2,4313
tt10632744,4.8,1172
tt10633454,3.9,1191
tt10633456,7.4,123919
tt10635042,7,1902
tt10635210,6.9,1311
tt10638036,8.5,91689
tt10638522,7.1,209541
tt10639076,7.4,1052
tt10640346,7.1,203222
tt10641510,8,2330
tt10641972,7.3,1230
tt10642154,6,1127
tt10642480,5.9,3373
tt10642834,7.2,5767
tt10643926,6.7,4574
tt10644282,5.1,2762
tt10644708,6.2,12655
tt10645682,4.3,3473
tt10648146,2.6,1190
tt10648198,5.7,1249
tt10648342,6.1,453748
tt10648440,7,8816
tt10648714,5.2,11412
tt1064899,8,37513
tt10649016,6.8,5432
tt10650610,6.4,2122
tt1065073,7.9,380284
tt10650924,6,2024
tt10651230,7.6,9016
tt10687070,8.3,9767
tt10687116,7.4,19909
tt10687158,7.6,2054
tt10687220,2.8,1796
tt10687506,6.8,23453
tt1068953,4.9,4836
tt1068961,5.8,1970
tt10689614,6.8,4661
tt10691162,5.3,19873
tt10691770,8,16686
tt10691888,8.3,2014
tt10692232,7.4,3234
tt10692788,7.3,4790
tt10692888,6.7,3280
tt10692994,4.8,1167
tt10695464,4.6,1452
tt10696586,5.3,1633
tt10696784,6.6,76812
tt10696882,4.8,1470
tt10696896,6.6,63377
tt10698174,5.1,13119
tt10698534,6.6,2530
tt10698680,8.2,167738
tt10699044,6.4,3675
tt10699086,5,37219
tt10699348,5.7,1763
tt10699362,6.8,4750
tt10701038,7.4,1030
tt10701074,7.5,38335
tt10701458,4.3,1922
tt10702148,6.8,5871
tt10702760,8.3,3782
tt10703752,6.9,1066
tt10703826,7.2,1746
tt1074206,7.2,13166
tt10742800,8.8,1500
tt10743534,5.6,2955
tt10746342,8.3,2051
tt1074638,7.8,766923
tt10747038,6.5,1069
tt10747310,6.1,1035
tt10749760,7.3,1408
tt10749786,6.9,2964
tt10749998,4.7,1516
tt10750020,6.5,3899
tt10752004,6.3,68307
tt10752770,5.7,2949
tt10756134,3.6,1662
tt10756184,6.1,3514
tt10756374,5,2861
tt10773090,5.8,9909
tt10773114,7.3,1773
tt1077368,6.2,292883
tt10774460,7.5,1826
tt10776270,6,1790
tt10776484,7.4,1669
tt10777610,7.5,3772
tt10778040,7.5,1639
tt10778840,6.1,2936
tt10782366,6.2,1262
tt10785618,7.2,1050
tt10786774,7.7,21439
tt10788058,3.7,1988
tt10788750,6.2,1831
tt10789216,4.8,1299
tt10790396,6.5,1003
tt10791152,6.7,1995
tt10791618,6.3,1617
tt10832274,7,4254
tt10832720,4.7,2122
tt10833132,6.2,1065
tt10833270,5.4,2411
tt10833378,6.2,5394
tt10834220,7.6,62173
tt10834478,5.6,1943
tt1083448,6.3,9732
tt1083452,7.3,106251
tt1083462,5.1,6408
tt10834986,7.8,2937
tt10835642,5.9,1053
tt10837476,7.8,12068
tt10838180,5.6,300466
tt10839422,5.6,34032
tt10840070,7.1,1686
tt10840884,7.3,6240
tt10841088,5.6,2617
tt10841904,7.5,10272
tt10843306,5.3,9609
tt10843814,3.4,1123
tt10845262,7.5,2108
tt10845290,7.8,1455
tt10846008,5.7,1860
tt10846104,8.3,7686
tt10846250,6.9,6350
tt10846292,5.7,1607
tt10846312,7.4,2042
tt10846464,6.9,4445
tt10847138,4.9,2237
tt10849514,7.3,1672
tt10850264,7.7,2144
tt10850320,8.1,1072
tt10850518,7.6,1040
tt10887902,5.6,3863
tt10888594,1.8,181561
tt10888708,5.7,13239
tt10888824,6.3,3638
tt10888876,7.3,13272
tt10888878,7.2,66948
tt10893170,4.7,3394
tt10893694,6.1,18519
tt10895556,7.1,12772
tt10895576,7.8,45965
tt10895658,6.8,1116
tt10895828,5.1,1033
tt10896398,5.2,2684
tt10896634,6.6,7621
tt10899402,4.2,7717
tt10899680,6.4,1070
tt10901134,6.7,1793
tt10901588,6.7,1943
tt10905616,7.4,1018
tt10905902,6.4,8597
tt1094666,6.9,1927
tt10946934,6.5,1718
tt10948294,5.6,2954
tt10948316,7.5,2533
tt10948716,6.7,41861
tt10948718,7.1,12117
tt10948746,6.9,3141
tt10948820,6.2,1386
tt10949028,5.8,2030
tt10949294,7.1,1179
tt10949778,5.2,4471
tt10950320,5.5,9815
tt10952012,5,1092
tt10952042,6.1,1302
tt10952782,5.6,6714
tt10952850,7.3,1142
tt10952900,8.1,6340
tt10954274,7.5,3647
tt10879920,7,1627
tt10880084,4.9,1032
tt10880402,6.1,2299
tt10882992,6.5,1110
tt10883004,6.7,8748
tt10883006,7,1779
tt10883124,6.9,1502
tt10883302,6,4202
tt10883506,7.6,11361
tt10883660,8,5842
tt10885406,7.8,2079
tt10885444,2.6,10227
tt10886166,3.3,107376
tt10887492,6.3,1756
tt10887504,6.5,1575
tt10887870,6.2,1004
tt10922010,7.5,2171
tt10922066,6.4,1052
tt10922632,6.2,1237
tt10922658,6.8,2699
tt10925434,6.5,1483
tt10925460,6.5,2068
tt10925572,7.6,1171
tt10925852,6.1,3383
tt1092634,6.3,10775
tt10926350,6.9,2138
tt10927414,7.5,4383
tt10927554,6.5,3039
tt10928086,5.7,1860
tt10928202,7.6,7295
tt10930586,3.4,15624
tt10930958,5.2,2228
tt10931784,5.3,9014
tt10932100,7.7,1679
tt1093357,4.9,65898
tt10933680,5.8,6088
tt10962368,5.3,39922
tt10449276,5.3,10438
tt10449366,7.5,3720
tt10451240,8.5,1792
tt10451312,5.4,4238
tt10451852,6.8,13470
tt10451914,5.4,48026
tt10452466,6.5,1158
tt10452480,7.5,2345
tt10452854,6.5,1246
tt1045658,7.7,769853
tt10456740,6.4,16601
tt10472102,5.6,8420
tt10473036,6.2,6549
tt10473150,7.5,10054
tt10473306,7.1,3101
tt10474124,7.4,1074
tt10474134,7,1003
tt1047449,3.4,2544
tt10474606,6.8,3012
tt1047540,6,27500
tt10477528,7.6,7437
tt10477558,7.5,8340
tt10478048,8.9,8071
tt10478054,6.4,15643
tt10479420,8.2,6617
tt10480532,5.5,1467
tt1048176,5.1,1153
tt10481868,3.5,21470
tt10481990,6.9,1280
tt10482348,6.3,1315
tt10482370,6.4,12552
tt10482504,6.6,5080
tt10482560,8.3,8412
tt10483152,6.9,3021
tt10483250,7.9,2351
tt10483386,5.7,10156
tt10483610,6.6,6875
tt10484164,4.9,2236
tt10484276,5.4,1166
tt10485750,6.1,7093
tt10487072,5.3,3296
tt10541028,7.5,1536
tt10541088,9,83406
tt10543680,5.7,5989
tt10544464,8,2860
tt10545076,8.4,3144
tt10545214,5.9,2816
tt10545250,6.6,1632
tt10545296,6.6,177588
tt10545470,6.8,1621
tt10545484,8.1,9775
tt10545696,5.9,3737
tt10545704,7.1,3552
tt1054631,4.6,2492
tt1054677,7.2,1708
tt10548174,6.6,190908
tt10549212,7.3,4506
tt10549312,4.6,3890
tt10550884,6.3,5177
tt10551118,3.7,1582
tt10551256,7.4,5745
tt10551608,7.8,4015
tt10551654,5.9,1551
tt10551904,5.8,2148
tt1055292,6.5,144186
tt10553210,3.8,2781
tt1055363,3.3,1097
tt10553910,6.9,2294
tt10554196,4.2,1837
tt10554232,8,82298
tt10554898,8.7,15895
tt10555668,5.9,3339
tt10556022,6.5,10951
tt10556036,7.7,2058
tt10556320,5.1,3075
tt10556338,6.7,5977
tt10592866,7.7,2148
tt10594792,5.9,1849
tt10597204,7,1233
tt10598156,3.8,12266
tt10598260,5.8,1125
tt1059836,5.8,12123
tt10598848,7.3,1247
tt1059887,4.2,3484
tt1059969,6.6,2939
tt10600398,4.7,19259
tt10601552,5.1,2918
tt10602132,5.9,1908
tt10605812,5.9,4087
tt10606866,6.4,1685
tt10607676,8,1018
tt10608454,7.2,6230
tt10608668,7.4,2649
tt10609888,7.1,1347
tt10651668,6.6,1600
tt10651790,5.5,10062
tt10653784,5.4,15655
tt10655506,6.6,2391
tt10655524,6.3,97448
tt10656188,6.5,3892
tt10656392,6.9,3052
tt10656752,5.3,1146
tt10661180,5.8,4436
tt10661302,7.1,3300
tt10661710,6.8,5250
tt10661848,5.8,13030
tt10662034,6.4,5574
tt10662234,5.4,1719
tt10662450,2.6,1916
tt10665108,5.9,1696
tt10665338,5.5,107343
tt10665342,5,81929
tt10665386,8.5,2274
tt10667026,6.7,1844
tt10723416,7.6,2069
tt10723804,7,4430
tt10726356,6.3,3051
tt10726424,5.3,7655
tt10726604,6.2,2961
tt1072748,5.5,39110
tt1072754,4.9,2304
tt10728764,6.5,5218
tt10731032,6.6,10408
tt10731210,7.6,4020
tt10731256,6.3,174387
tt10731264,6,5269
tt10731386,7.1,2844
tt10731748,5.2,3222
tt10731768,5.5,37740
tt10731840,6.7,2214
tt10732048,6.8,2489
tt10732104,7.5,14079
tt10732794,8.1,1880
tt10733228,5.6,45089
tt10734864,4.4,3015
tt10734928,7.3,3758
tt10735202,7.7,3983
tt10735686,7,3170
tt10735778,7.6,1229
tt10736336,6.7,1704
tt10736580,5.5,10537
tt10737918,6.3,4811
tt10738442,6.8,1538
tt10738536,7,7052
tt10738906,5.6,4384
tt10739666,3.3,16410
tt10740926,6.6,2671
tt10741542,6.8,12276
tt10741846,7.7,1110
tt1075747,4.7,64351
tt10758074,7.2,11374
tt10759336,8,1487
tt10761694,5.1,5081
tt10763618,7.2,7277
tt10763820,5.7,24080
tt10765852,8.6,1662
tt10766468,8.6,3841
tt10767052,6.5,30774
tt10767168,6.6,8991
tt10767426,6.6,3785
tt10767748,5.9,11276
tt10767976,8.5,1746
tt10768194,5.4,1566
tt10768238,5.5,2107
tt10768278,6.1,1639
tt10768312,6.8,1998
tt10768328,6.8,1846
tt10768348,6.3,1816
tt10768410,6.2,1268
tt10768456,6.4,2121
tt10768536,6.7,1698
tt10768548,6.1,2318
tt10768876,7.7,1365
tt10771904,3.3,2497
tt10772662,5.7,6530
tt10810430,7.9,6390
tt10811166,8.5,578519
tt10813940,7.5,105323
tt10814036,6.8,2878
tt10814438,7.2,3064
tt10814876,6.2,1506
tt10816484,6.9,4545
tt10816510,5.2,1196
tt10817348,3.5,1752
tt1082577,5.2,2802
tt10826054,5.6,29337
tt10826064,7.8,3901
tt10826102,7.7,7301
tt10827252,5,1372
tt1082807,6.2,66146
tt10831086,5.9,5994
tt10831486,5,1991
tt10832002,7.1,1044
tt10850888,8.1,3115
tt10850932,8.7,56617
tt10851414,7,1382
tt10851618,8.1,1939
tt1085492,4.6,19645
tt10855768,7.1,70925
tt10855798,5.9,1197
tt10856726,6.3,5875
tt10857160,5.2,206942
tt10857164,6.2,130160
tt10857210,5.9,1469
tt10860278,4.6,1534
tt1086064,5.9,56273
tt10862050,3.2,1366
tt10862280,5.8,1530
tt10864024,5.1,1034
tt10867504,6.8,1109
tt1086772,6.5,156415
tt10869474,5.9,1288
tt10869778,7.9,23346
tt10869956,5.5,1337
tt10872080,5.5,1042
tt10872600,8.1,1000250
tt10911538,8.1,1408
tt1091191,7.5,321780
tt10914452,4.8,5181
tt10915060,6.7,4861
tt10915286,7.6,19525
tt10916102,7.2,4362
tt10916810,5.5,1575
tt10918410,4.4,1051
tt1091863,7,1155
tt10919074,5,1682
tt10919132,8.2,4824
tt10919240,8,15061
tt10919290,7.7,3177
tt10919304,5.3,1166
tt10919362,6.4,1100
tt10919380,6.3,80767
tt10919420,7.9,743278
tt10919486,7,38767
tt10920190,3.3,3450
tt1092026,6.9,279320
tt10920376,3.7,1382
tt10921042,6.5,4142
tt10934196,6.3,4326
tt10935560,5.2,5026
tt10935956,7.9,5489
tt10936342,7.9,6708
tt10936658,6.2,1703
tt10937180,5.4,10731
tt10937434,6.2,5798
tt10937602,7.2,1039
tt10937670,6.2,2099
tt1093906,3.3,2314
tt10939214,6.9,4601
tt10940334,6.4,1492
tt10941528,5.6,3475
tt10942220,7.5,1235
tt10944486,4.8,4880
tt10944596,6.7,6483
tt10944760,6.4,65319
tt10944902,7.7,6097
tt10945036,7.1,4926
tt10945274,6.4,3122
tt10945288,6.2,4828
tt10946316,6.7,9902
tt10984580,7.1,2447
tt10985096,5.4,8272
tt10986050,6.9,5122
tt10986052,7.2,5037
tt10986056,7.6,6347
tt10986222,7.3,42411
tt10986410,8.8,432077
tt10991188,5,4254
tt10993078,4.1,5966
tt10993566,6.1,12603
tt10994688,5.3,4948
tt10994712,6.1,1905
tt10996896,7.1,1124
tt10998174,6.1,1279
tt10999120,6.6,59188
tt11017950,8.2,1457
tt11018264,5.9,1235
tt11018402,6.2,1018
tt11020728,6.2,2245
tt11023732,6.6,3353
tt11023754,7.4,1130
tt11023922,7.5,1421
tt11024272,5.8,58961
tt11024384,8.2,1267
tt11024580,6.3,2717
tt11026788,7.7,1074
tt11027104,4.1,1325
tt11027288,3.6,4257
tt11027830,6.9,34875
tt11027850,4.4,1899
tt11028768,6.6,3707
tt1103153,5.5,99266
tt11032374,8.2,98191
tt10963926,4.8,4616
tt10964168,6.2,1504
tt10964346,6.3,1495
tt10964430,7,27736
tt10964468,6.2,10032
tt10964530,6.4,4361
tt10964992,6,2925
tt10965850,6.6,1044
tt10969656,5.6,2066
tt10970364,6.7,2048
tt10970552,7.4,142757
tt10971022,6.5,6866
tt10971064,6.5,6688
tt10971532,8.2,2875
tt10973118,5.8,3438
tt10973800,6.1,8639
tt10974198,7.3,4863
tt10975520,7.1,1778
tt10975574,8.3,14451
tt10975604,6,3434
tt10975992,6.5,1156
tt10976066,5.5,1693
tt10978398,5.6,5199
tt10980638,5.4,1510
tt10981012,6.3,2722
tt10981202,6.8,2162
tt10981304,7.3,3465
tt10982034,8,14895
tt11055882,6,2794
tt11055922,7.7,3502
tt11056594,5.1,1878
tt11056910,5.6,3087
tt11057226,5.5,4696
tt11057302,4.1,112423
tt11057594,4.6,7267
tt11057644,6,40676
tt11058054,6.8,3280
tt11058078,5.9,1043
tt11058114,5.2,1490
tt11058644,7.6,4488
tt11058930,5.4,1705
tt11060730,4.7,1443
tt11062400,5.5,2853
tt11063952,7.8,2299
tt11068094,7.4,8306
tt11068166,7,2796
tt11068326,7,1616
tt1106860,5.9,10447
tt11069038,6.4,1130
tt11069220,5,1866
tt11069436,7.7,1410
tt11070216,8.3,18719
tt11070230,6.8,1016
tt11134856,6.2,1556
tt11136276,6.5,3276
tt11137248,5.1,1683
tt11137920,7.7,3417
tt11138216,7.1,1788
tt1113829,8.1,13324
tt11138512,7,295275
tt11138912,8,3723
tt11140488,6.2,28647
tt11141900,7.8,3568
tt11142762,6.9,11923
tt11143108,8,5893
tt11143400,7.2,4060
tt11143480,7.2,1412
tt11143634,6.9,1666
tt11145118,6.7,105537
tt11147852,8,14478
tt11150912,7.3,10731
tt11151336,5.4,3662
tt11151688,6.7,1471
tt11151916,4.9,3545
tt11151982,6.6,2493
tt11152168,6.4,64633
tt11154906,6.2,3436
tt11155912,4.5,2288
tt11157300,6.4,2311
tt11157934,6.5,4158
tt11160650,7,10201
tt11161374,3.6,3509
tt11161474,7,59705
tt1116184,7,70676
tt11162260,5.6,3307
tt11162490,6.5,2335
tt11162652,7.8,1090
tt11163028,5.5,1897
tt11163352,7.9,2979
tt11165002,7.5,16084
tt11165358,8.6,9960
tt11165716,5.9,3311
tt11166002,3.9,3174
tt11218290,7.2,19826
tt11219254,7.5,4792
tt1121948,5.7,16473
tt11224358,6.5,3840
tt11225622,8.8,3348
tt11225626,6.1,14014
tt11225756,7.5,3176
tt1122614,7.1,1390
tt11228748,8.1,19335
tt11229134,4,5772
tt11229780,5.6,4167
tt11230868,7.5,3975
tt11231226,6.6,4071
tt11231440,6.1,4454
tt11232334,7.3,1120
tt11232670,7.8,9251
tt1123373,6.6,12351
tt11233960,7.2,127028
tt11235142,8,7923
tt11235772,6.1,46870
tt11236228,6.9,1222
tt11254858,6.5,1427
tt11256260,7.1,2219
tt11256614,5.8,3762
tt1125929,5.6,3487
tt11260832,6.1,24227
tt11261270,2.5,1402
tt11261830,5.3,2688
tt11262098,6.8,1673
tt11262142,6.6,4540
tt11262762,8.4,2501
tt11263022,4.6,6037
tt11263770,8.7,3550
tt11265320,4.5,5427
tt1126590,6.9,104158
tt1126591,6.4,98551
tt1126618,6.5,86950
tt11266702,7.5,7978
tt11266868,3.5,1923
tt11267076,6.2,3444
tt11268742,6.6,1165
tt11269026,5.8,4089
tt11269100,7.1,3706
tt11269180,7.2,1123
tt11269714,7.4,3518
tt11269886,6.1,3351
tt11270054,6.2,1352
tt11271038,7.1,157780
tt11306926,7.3,1781
tt11306932,6.6,1338
tt11307176,7.4,11097
tt11307724,5.1,6603
tt11307814,5.5,15738
tt1130884,8.2,1619457
tt1130964,5.6,1784
tt1130969,6.1,6069
tt11310004,5,3636
tt11310608,6.4,2492
tt11310670,6.2,2099
tt11310884,6.4,2291
tt11311302,7.4,70066
tt11311958,6.6,5080
tt11311974,6.9,1412
tt11312248,5.2,1591
tt11312700,6.9,1572
tt11313054,6.5,2229
tt11314148,7.6,26657
tt11315808,5.2,178455
tt11316680,6.6,2069
tt11316824,7.2,3096
tt11316854,5.8,4235
tt11317142,7.1,41289
tt1131724,5.7,27401
tt1131728,4,2296
tt11317654,6.9,1371
tt11318302,6.5,2288
tt11318332,5.4,1535
tt11318364,7.2,1074
tt11318602,8,68446
tt11318624,7.3,4212
tt11319074,3.8,1281
tt11320192,5.2,2957
tt11322616,6.9,1549
tt11378124,8.2,2241
tt11378264,7.3,3592
tt11379026,7.9,47187
tt11379456,7.4,22832
tt11379584,6.9,2151
tt11379698,8.2,9215
tt11379988,7.3,9301
tt11380884,6.9,1788
tt11382150,6.4,1032
tt11382384,7.8,31019
tt11382554,7.4,3347
tt11384004,6.8,4799
tt11384300,6.3,4092
tt11384306,7,2291
tt11384328,6.2,1212
tt1138442,5.7,1225
tt11384656,7.9,2733
tt11384668,6.9,1183
tt11384790,5.2,1192
tt11384796,7.6,1813
tt1138481,6.8,3570
tt11385066,2.8,1500
tt11385078,5.6,4547
tt11385128,6.8,9925
tt11385266,6.9,1982
tt11385336,7.2,2923
tt11388278,5.8,5964
tt11388348,8.4,1338
tt11388406,6,21737
tt11388416,5.6,2683
tt11388580,7.4,26504
tt11388822,6.2,1325
tt11388990,6.7,1929
tt11389652,7.2,3927
tt11389748,7.6,19317
tt11389868,6.2,2527
tt11389872,6.8,165873
tt11390036,5.9,18569
tt11390180,5.7,1588
tt11390442,7.1,3154
tt11390530,6.9,3693
tt11390864,4.4,2042
tt11392114,7.2,1728
tt11392272,4.9,2177
tt11393026,7,1103
tt11393148,7.7,11608
tt1139328,7.2,176169
tt11394158,6.5,2369
tt11394168,7.3,2295
tt11394170,6.8,2911
tt11394180,7.4,7599
tt11394182,7.5,5942
tt11394188,6.4,2301
tt11394200,7.9,3354
tt11394276,7.5,3083
tt11394282,7.3,2750
tt11454066,7.1,2589
tt11454170,6.5,1607
tt11454320,4.9,3085
tt11454718,6.4,5759
tt11454722,7.2,6359
tt11455260,5.3,1102
tt11455654,7.6,3652
tt11456054,6.3,29789
tt11457736,5.5,2590
tt11457812,6.4,1183
tt11459366,7.7,9620
tt11460508,7.6,1563
tt11460512,6.7,1555
tt11460580,7,1161
tt11460816,6,1271
tt11460818,6.5,3569
tt11460976,5.2,2080
tt11460992,7,31515
tt11464016,7.1,3191
tt11464446,5.8,1981
tt11464730,5.2,2275
tt11464826,7.6,93722
tt11465278,5.9,2428
tt11465692,3,1251
tt11466222,6.8,54462
tt11468156,6.3,1132
tt11468254,6.8,12387
tt11468258,6.9,4860
tt11469110,6.5,1200
tt11469196,5.5,1221
tt11519740,7.3,1398
tt11519834,5,1394
tt10954526,5.6,1017
tt10954600,6,265081
tt10954652,5.8,181812
tt10954718,6.3,13421
tt10954984,6.8,311588
tt10955148,4.7,3049
tt10955578,4.8,2332
tt10956014,4.2,1316
tt10957044,3.6,2504
tt10958102,4.1,1575
tt10958282,6.4,2171
tt10960102,6.4,1611
tt1100051,5.1,8617
tt1100089,7,154420
tt11000902,7.8,47043
tt11001074,5.7,4581
tt11003218,6.9,103438
tt11003228,5,2025
tt11004134,5.9,1214
tt11005128,4.6,2099
tt11006642,6.2,16575
tt11007006,7.9,22536
tt11007186,7.3,3287
tt11007190,7,3439
tt11007444,6.8,4263
tt11009596,6.3,1111
tt11009666,5.8,1186
tt11010144,4.6,1397
tt11010888,4.3,2637
tt11011104,9.2,2379
tt11012066,3.6,23058
tt11012086,7.1,2027
tt11012320,6.6,2146
tt11013434,6.5,4436
tt11013572,6.5,2572
tt11013610,5.9,3009
tt11014390,5.3,1410
tt11015214,7.1,8922
tt11016042,8.1,66606
tt11034066,7.6,3278
tt11034276,6,1282
tt11034894,6.9,1778
tt1104001,6.8,384871
tt11040762,5.7,3937
tt11040844,5.7,17878
tt11041006,6.2,1090
tt11041046,5.9,1799
tt11041132,6.8,16689
tt11041332,7.7,113026
tt11041466,6.2,1839
tt11042448,8.2,1302
tt11042658,8,1045
tt11043632,7.6,15416
tt11044122,7.7,2287
tt11044858,5.7,15442
tt11045422,6.1,53221
tt11046300,6.9,5868
tt11048090,8.1,2118
tt11050886,6.7,1057
tt11050992,4.6,1599
tt11051886,6.9,3282
tt11051974,7.4,2513
tt11052470,8.5,12435
tt11052678,5.7,2766
tt11052808,7.3,4840
tt11053220,6.2,3352
tt11053426,8.2,4403
tt11053476,4.7,1370
tt1105355,6.7,1597
tt11054164,5.9,7009
tt11087960,7.3,5124
tt11090458,7,3314
tt11091664,6.6,1036
tt11091696,4.6,1955
tt11092020,4.7,5048
tt11092086,5.2,1105
tt11092142,7.1,12059
tt11092178,7,2607
tt11093266,6.8,1059
tt11093718,7.4,13434
tt1109574,4.8,1217
tt11095742,7.6,6150
tt1109624,7.3,154496
tt11096888,5.6,1714
tt11097240,6.8,23884
tt11097374,6.6,1799
tt11097384,5.7,46301
tt11100380,5.9,3339
tt11100776,6.5,2126
tt11100856,5.6,20233
tt11101140,5.8,1025
tt11101358,8.5,2841
tt11101698,8.2,3073
tt11102190,7,18899
tt11102262,6.5,4057
tt11102296,7.9,3517
tt11102314,6.3,4710
tt11120378,7.2,1338
tt11120674,7.2,1215
tt11121664,7.1,11666
tt11122508,7.9,1042
tt11122910,5.6,1967
tt11123012,5.9,8969
tt11123072,7.7,1429
tt11123132,6.8,1354
tt11125620,5.4,17683
tt11126994,9,432688
tt11127256,2.8,4600
tt11127388,6.1,4562
tt11127404,6.1,3847
tt11127412,5.9,2513
tt11127512,3.4,1373
tt11127680,7.5,54904
tt11127690,5.7,16097
tt11128440,6.2,21620
tt11131032,6.5,1102
tt11131464,6.5,7798
tt11131980,7.7,2712
tt11133202,6.6,2238
tt11133466,7.7,1104
tt11187454,6.8,2140
tt11187480,6.8,2078
tt11187484,4.8,1275
tt11188010,6.6,1177
tt11188154,6.6,3982
tt11188206,6.8,1084
tt11188556,8,7082
tt11188560,6.3,2440
tt11188624,5.2,4954
tt11188682,7,12947
tt11188850,7.7,1241
tt11189056,6.9,1571
tt11190652,6.4,1334
tt11191124,8.4,2840
tt11191344,6.5,2941
tt11191356,7.4,3956
tt11192306,7.8,49228
tt11192890,7.3,1173
tt11193002,7.2,3879
tt11193190,6.6,1255
tt11194508,4.6,1458
tt11196036,6.2,46835
tt11198330,8.3,504194
tt11198810,7.3,48930
tt11199132,7,1081
tt11199310,3.9,3471
tt11199356,6.6,5644
tt11199410,5.5,15104
tt11237708,7.3,4029
tt11237876,6.9,1207
tt11238096,7.4,5969
tt11238648,4.1,1658
tt11238932,5.7,1274
tt11239552,8.1,24625
tt11240348,4.2,12969
tt1124035,7.1,238073
tt1124037,6.9,67758
tt11240506,4.9,15857
tt11240572,6.5,1442
tt11241510,6.3,1142
tt11241514,5,1216
tt11242162,7,9080
tt11242218,5.6,11578
tt11242242,5.3,2605
tt11242246,5.6,20255
tt11242718,5,1277
tt11243112,7.8,3695
tt11243364,7.8,1359
tt11243536,6.5,1386
tt11245776,6.7,1633
tt11245972,6.3,182641
tt11246434,1.8,1127
tt11247158,8.4,52661
tt11248266,7.8,3074
tt11250720,6.2,3205
tt11252090,7,4046
tt11252248,6.5,51722
tt11252254,7.9,19519
tt11252440,6.3,16805
tt11252490,3.5,1411
tt11253090,4,11411
tt11253526,5.4,1348
tt11289784,9.4,1764
tt11290116,5,1251
tt11290556,8.2,1993
tt11290750,7.4,2372
tt11290960,8.1,5239
tt11291274,7,177026
tt1129396,5.6,1992
tt1129427,5.5,2331
tt1129437,6.4,5811
tt11295246,5.3,1566
tt11295974,6,1585
tt11296058,7.5,4595
tt11296132,4.4,2030
tt11297214,6,1419
tt11298328,8.2,1215
tt11299538,7.3,1151
tt11300354,6.1,1014
tt11301642,8.4,31906
tt11301834,6.7,1252
tt11301886,6.8,100241
tt11301946,5.2,39027
tt11302324,8.2,9679
tt11304504,6.3,2734
tt11304740,5.5,49538
tt11305746,6.1,1090
tt11306366,4.8,1448
tt11306376,7.4,8732
tt11306518,5.7,2209
tt1132285,5.8,12242
tt11322920,8,12244
tt11323316,4.5,2680
tt11323746,5.8,1577
tt11324406,7.1,39736
tt1132449,4.9,12481
tt11324534,6.9,6315
